Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,Attrition_Numeric
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,3776,Male,2,Manufacturing Director,Married,31620,2.0,Y,17,8,2,24.0,1,20,13,9,3,3,4.0,4.0,1.0,8.097644032921668,0
40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,3777,Female,1,Manufacturing Director,Married,65240,0.0,Y,13,8,1,9.0,2,8,7,1,4,3,1.0,1.0,4.0,6.2770509055308334,0
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,3778,Female,2,Manufacturing Director,Married,28990,1.0,Y,17,8,0,15.0,3,15,5,7,2,3,2.0,3.0,3.0,10.619531321444722,0
40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,3779,Male,1,Manufacturing Director,Single,52310,1.0,Y,12,8,2,21.0,4,21,7,7,3,3,3.0,4.0,3.0,8.402318738229722,0
24,No,Travel_Rarely,Sales,10,2,Marketing,1,3780,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0,3,3,3.0,1.0,3.0,6.094551371455,0
40,No,Non-Travel,Research & Development,7,3,Medical,1,3781,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2,2,3,4.0,4.0,3.0,8.41067129629611,0
45,No,Travel_Rarely,Research & Development,4,3,Medical,1,3782,Female,3,Laboratory Technician,Divorced,118360,1.0,Y,22,8,0,10.0,2,10,7,7,4,4,1.0,2.0,3.0,6.609450354609722,0
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,3783,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2,4,3,2.0,3.0,3.0,7.809914707238333,0
32,No,Travel_Rarely,Research & Development,22,4,Medical,1,3784,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5,4,4,4.0,2.0,3.0,7.300513085399444,0
36,No,Travel_Rarely,Sales,9,3,Marketing,1,3785,Female,4,Research Scientist,Single,142750,3.0,Y,18,8,1,7.0,5,3,1,2,2,3,3.0,4.0,2.0,9.103744354109999,0
48,No,Travel_Rarely,Research & Development,12,4,Medical,1,3786,Male,1,Laboratory Technician,Divorced,55620,8.0,Y,13,8,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,7.913028233151111,0
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3787,Female,2,Healthcare Representative,Married,45370,6.0,Y,18,8,1,5.0,5,1,0,0,4,3,3.0,3.0,2.0,7.811518759018611,0
33,No,Travel_Rarely,Research & Development,9,1,Medical,1,3788,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2,2,4,1.0,1.0,1.0,7.118943474041667,0
30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,3789,Male,3,Sales Executive,Married,179240,1.0,Y,13,8,2,10.0,2,10,6,7,3,3,2.0,1.0,3.0,7.4158418615983335,1
38,No,Travel_Frequently,Sales,9,3,Marketing,1,3790,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,6.910209219858055,0
35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,3791,Male,1,Sales Executive,Single,22770,1.0,Y,12,8,1,3.0,2,3,1,2,3,3,4.0,1.0,3.0,6.799035947712222,0
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,3792,Male,5,Research Director,Married,27950,3.0,Y,13,8,0,9.0,4,4,1,3,3,3,3.0,2.0,3.0,6.506272638276944,0
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,3793,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0,1,3,1.0,1.0,3.0,9.706298185940835,1
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,3794,Male,2,Manager,Married,25590,0.0,Y,25,8,0,34.0,2,33,1,9,3,4,3.0,4.0,3.0,6.484923928077222,1
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,3795,Female,3,Sales Executive,Married,49080,4.0,Y,19,8,1,7.0,3,5,1,4,2,3,3.0,2.0,3.0,7.579077868852223,1
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,3796,Female,5,Research Scientist,Married,23800,4.0,Y,13,8,0,9.0,5,6,1,2,3,3,4.0,1.0,2.0,7.384378809188889,0
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3797,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,3,3,3.0,1.0,2.0,7.085148851382778,0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3798,Male,2,Sales Executive,Single,20440,1.0,Y,11,8,0,1.0,2,1,0,0,3,3,1.0,4.0,1.0,7.385408212560278,0
55,No,Travel_Rarely,Research & Development,11,1,Medical,1,3799,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13,2,3,3.0,4.0,3.0,6.403510516689444,0
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3800,Male,2,Research Scientist,Married,65860,9.0,Y,18,8,1,9.0,3,2,2,1,3,3,2.0,4.0,2.0,6.107627939142223,0
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3801,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0,3,3,1.0,4.0,3.0,7.283724188790556,0
38,No,Travel_Rarely,Sales,14,2,Marketing,1,3802,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7,4,4,3.0,2.0,3.0,7.0483116140830555,0
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3803,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2,2,3,2.0,2.0,4.0,7.214350321395555,0
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3804,Male,1,Research Scientist,Single,23770,6.0,Y,13,8,2,15.0,3,1,0,0,3,3,2.0,3.0,3.0,7.401679505135278,0
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3805,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5,2,3,2.0,1.0,3.0,8.098837719298055,0
35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,3806,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,4,3,1.0,3.0,3.0,9.314351449275277,0
39,No,Travel_Rarely,Sales,2,2,Medical,1,3807,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6,3,3,4.0,3.0,3.0,7.8084596994533335,0
29,No,Travel_Frequently,Research & Development,5,1,Medical,1,3808,Female,1,Research Scientist,Divorced,62440,1.0,Y,22,8,0,6.0,3,6,1,3,3,4,1.0,4.0,4.0,6.787518912529444,0
50,No,Travel_Rarely,Research & Development,4,2,Medical,1,3809,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0,1,3,3.0,3.0,3.0,9.41590364223139,0
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3810,Female,3,Manager,Married,105520,2.0,Y,11,8,0,4.0,2,2,2,2,3,3,4.0,3.0,3.0,6.687368541380833,0
36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,3811,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,3,3,1.0,1.0,3.0,9.190074696545278,0
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3812,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1,3,3,4.0,4.0,3.0,6.006545521291944,0
35,No,Travel_Rarely,Sales,4,3,Medical,1,3813,Female,2,Laboratory Technician,Married,74030,1.0,Y,12,8,1,10.0,4,10,6,8,3,3,2.0,3.0,2.0,6.404425120772777,0
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,3814,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7,3,3,4.0,3.0,2.0,5.998565386373889,0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3815,Male,2,Laboratory Technician,Married,69320,1.0,Y,13,8,0,5.0,5,5,1,2,3,3,4.0,1.0,3.0,6.462534425450833,0
43,No,Travel_Rarely,Research & Development,1,1,Other,1,3816,Male,1,Manager,Divorced,46780,5.0,Y,25,8,1,8.0,0,6,0,2,4,4,4.0,2.0,3.0,7.004932071809722,0
35,No,Travel_Rarely,Sales,6,3,Marketing,1,3817,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1,2,3,3.0,4.0,2.0,7.276911901441111,0
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,3818,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12,3,3,4.0,1.0,1.0,6.59509929078,0
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,3819,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,10.0,2,1,0,0,3,3,3.0,2.0,3.0,8.41511064030111,1
22,No,Non-Travel,Sales,17,2,Marketing,1,3820,Male,3,Sales Executive,Married,97050,1.0,Y,18,8,2,4.0,3,4,1,3,2,3,2.0,3.0,2.0,8.869073275861945,0
50,No,Travel_Frequently,Research & Development,3,3,Other,1,3821,Male,2,Research Scientist,Married,42940,2.0,Y,20,8,0,32.0,2,30,12,13,2,4,2.0,3.0,3.0,9.398416099773057,0
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3822,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2,3,3,2.0,4.0,3.0,6.317826725403611,0
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,3823,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10,3,4,2.0,4.0,2.0,8.811887755101944,0
30,No,Travel_Rarely,Research & Development,4,3,Medical,1,3824,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1,3,3,2.0,2.0,2.0,6.624580327080277,0
45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,3825,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4,3,3,3.0,1.0,3.0,8.913924619640278,0
45,No,Non-Travel,Sales,2,4,Life Sciences,1,3826,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5,2,3,1.0,1.0,3.0,7.914459000485,0
31,No,Travel_Frequently,Research & Development,7,3,Medical,1,3827,Male,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,5,0,3,3,4,4.0,1.0,3.0,7.231297498797222,0
36,No,Travel_Rarely,Research & Development,18,1,Medical,1,3828,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0,10.93972459639111,0
34,No,Travel_Frequently,Sales,28,4,Marketing,1,3829,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2,2,3,3.0,4.0,3.0,6.109448051947778,0
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3830,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4,3,3,3.0,1.0,2.0,7.313988095238056,0
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,3831,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7,3,3,2.0,1.0,3.0,6.585563936781389,0
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3832,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7,3,3,4.0,1.0,3.0,6.093734827264166,0
35,No,Travel_Rarely,Research & Development,2,3,Medical,1,3833,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,2,4,2.0,1.0,3.0,7.6038559322033334,0
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3834,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0,3,3,2.0,1.0,2.0,7.414982419127778,0
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,3835,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2,3,3,3.0,4.0,3.0,7.892258503401111,0
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,3836,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0,2,3,2.0,4.0,4.0,8.430085106382778,1
47,No,Travel_Rarely,Research & Development,25,4,Medical,1,3837,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,2,3,4.0,3.0,3.0,6.021607487922499,0
39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3838,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,11.0,5,10,0,7,3,3,3.0,3.0,3.0,6.9033239171372225,0
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,3839,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,3,3,1.0,3.0,3.0,7.585921237693333,0
35,No,Non-Travel,Research & Development,29,3,Medical,1,3840,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0,6.240396995708056,0
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3841,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,4,3,3.0,3.0,2.0,8.004658469945278,0
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,3842,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,3,3,1.0,3.0,1.0,6.680691609977223,0
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,3843,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,2,3,4.0,4.0,3.0,7.283664990421388,0
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3844,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,3,3,4.0,3.0,4.0,9.60357008907639,0
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3845,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,3,3,4.0,1.0,3.0,5.993160310734444,1
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3846,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,3,3,2.0,2.0,1.0,8.025352657004722,0
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,3847,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,2,3,3.0,4.0,2.0,9.252811016144166,0
44,No,Travel_Frequently,Sales,2,2,Marketing,1,3848,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,2,3,1.0,4.0,3.0,8.622644534778612,0
48,No,Travel_Frequently,Sales,10,4,Marketing,1,3849,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,3,3,3.0,4.0,3.0,7.094894067796389,0
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3850,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,1,3,1.0,4.0,2.0,10.698062471184722,1
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,3851,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,3,4,1.0,4.0,3.0,8.678833105646389,0
27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3852,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,1,3,2.0,3.0,3.0,7.206112263715833,0
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3853,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,3,4,4.0,4.0,2.0,6.407136015325555,0
40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,3854,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,3,3,1.0,1.0,1.0,10.539048786181112,1
29,No,Travel_Rarely,Research & Development,20,1,Medical,1,3855,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,2,3,3.0,3.0,3.0,7.2895305676855555,0
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3856,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,2,4,2.0,1.0,3.0,7.8875906056269445,0
25,No,Travel_Frequently,Sales,5,1,Marketing,1,3857,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,2,3,4.0,3.0,3.0,6.065146638054167,0
39,No,Travel_Rarely,Sales,10,3,Marketing,1,3858,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,3,3,4.0,2.0,3.0,6.776572855750278,0
49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,3859,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,2,4,1.0,2.0,3.0,7.813417257683056,0
50,No,Travel_Rarely,Research & Development,2,2,Medical,1,3860,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,2,3,4.0,1.0,3.0,7.7877777777777775,0
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,3861,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0,6.6152955082741665,0
34,No,Travel_Rarely,Research & Development,10,3,Medical,1,3862,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,3,3,4.0,2.0,3.0,7.6917352537722214,0
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3863,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,3,3,1.0,2.0,3.0,6.003140933140833,0
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,3864,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0,8.480666666666668,0
36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,3865,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,3,3,4.0,3.0,3.0,8.009613266283333,0
36,No,Travel_Rarely,Research & Development,2,2,Medical,1,3866,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,3,3,4.0,1.0,3.0,6.313820037986666,0
54,No,Travel_Rarely,Sales,24,3,Marketing,1,3867,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,3,3,2.0,3.0,3.0,7.5908072174736105,0
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3868,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0,7.602657254361667,0
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,3869,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,2,3,4.0,4.0,4.0,8.36287878787861,1
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,3870,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,3,3,4.0,4.0,4.0,7.185211805555555,0
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,3871,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,2,3,1.0,2.0,2.0,10.688967391304168,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,3872,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,2,3,4.0,4.0,3.0,6.380850480109722,0
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,3873,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6,3,3,4.0,2.0,2.0,6.6151921296294445,0
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,3874,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,2,3,1.0,4.0,3.0,7.401361585944723,0
49,No,Travel_Rarely,Research & Development,2,4,Medical,1,3875,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,2,3,4.0,1.0,2.0,9.711996151996113,0
38,No,Travel_Frequently,Sales,29,2,Medical,1,3876,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,3,3,4.0,2.0,3.0,7.781927966101666,0
47,No,Travel_Rarely,Research & Development,1,4,Medical,1,3877,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,2,4,2.0,2.0,3.0,6.705334255417222,0
49,No,Travel_Rarely,Research & Development,21,3,Medical,1,3878,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,1,3,3.0,3.0,3.0,6.390048879351388,0
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3879,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,4,3,4.0,3.0,3.0,10.995572424651112,0
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3880,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,3,3,4.0,1.0,3.0,7.722351532566944,0
33,No,Non-Travel,Research & Development,18,2,Medical,1,3881,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,2,3,3.0,4.0,3.0,9.514089068825832,0
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,3882,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,3,3,1.0,3.0,2.0,6.011818287036944,0
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,3883,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,2,3,3.0,4.0,3.0,8.514237588652222,0
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,3884,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,3,3,4.0,3.0,3.0,8.110394190871112,1
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,3885,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,3,3,4.0,3.0,2.0,7.4065562833575,0
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3886,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,3,3,2.0,4.0,3.0,8.02555795019139,0
48,Yes,Travel_Frequently,Sales,10,2,Marketing,1,3887,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,1,3,4.0,3.0,3.0,9.92120792992139,1
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,3888,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,3,3,4.0,2.0,3.0,7.502065118396945,1
26,No,Non-Travel,Research & Development,18,2,Medical,1,3889,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,3,4,4.0,4.0,3.0,7.179538958045,0
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,3890,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,3,3,1.0,2.0,3.0,7.683146551723889,0
34,No,Travel_Rarely,Sales,28,3,Life Sciences,1,3891,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,1,3,2.0,4.0,4.0,7.971089569160833,0
60,No,Travel_Rarely,Sales,17,4,Medical,1,3892,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,2,3,3.0,4.0,4.0,6.223042824073889,0
33,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3893,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,3,3,2.0,2.0,3.0,7.823783846871945,0
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,3894,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,3,3,3.0,4.0,2.0,6.5049905033236115,0
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3895,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,3,3,2.0,4.0,3.0,7.099637377963611,0
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,3896,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,3,3,3.0,4.0,3.0,9.224344070961665,1
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,3897,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,4,3,3.0,4.0,3.0,8.535351239669167,0
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,3898,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,3,3,1.0,4.0,4.0,8.188280313508333,0
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,3899,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,1,3,4.0,4.0,3.0,8.078224586288334,0
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3900,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,3,3,3.0,3.0,3.0,6.705840136054166,0
41,No,Travel_Rarely,Sales,6,4,Marketing,1,3901,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,3,3,4.0,3.0,3.0,6.995156175488611,0
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3902,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,3,3,4.0,3.0,3.0,7.86486352657,0
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,3903,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,1,3,3.0,4.0,2.0,6.277419278252499,0
45,No,Non-Travel,Sales,2,3,Life Sciences,1,3904,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,2,3,3.0,3.0,2.0,6.309411404796667,0
24,Yes,Travel_Rarely,Sales,6,2,Medical,1,3905,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,2,3,4.0,3.0,3.0,6.410934557438611,1
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,3906,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,3,3,3.0,3.0,1.0,6.805530092592501,1
26,No,Travel_Rarely,Research & Development,9,1,Medical,1,3907,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,3,3,4.0,3.0,4.0,7.701706183170555,0
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3908,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,3,4,4.0,2.0,3.0,6.575021186440556,0
